label	title	content
6	The Johnston Collection	 The Johnston Collection is a museum of fine and decorative art in East Melbourne Victoria. The museum complex incorporates the house museum Fairhall as well as a gallery and reference library. The WR Johnston Trust was founded in 1986 as the result of a bequest by the late William Robert Johnston a prominent 20th century antiques dealer and collector of Georgian Regency and Louis XV furniture 18th and 19th century porcelain and paintings ranging from the 16th to the 19th centuries.
6	Warren Fox Building	 The Warren Fox Building is a historic commercial building at 190—196 Middlesex Street in Lowell Massachusetts. The four story brick building was built in 1884 by Warren Fox and is a good example of commercial Queen Anne architecture.
6	Al Rajhi Tower	 Al Rajhi Tower is a $500 million USD tower currently proposed for Riyadh Saudi Arabia. Designs for the sail-shaped tower have been drawn up by architects at Atkins. The tower is being built on behalf of the Al Rajhi family and will be used for commercial purposes.
6	Girona Cathedral	 The Cathedral of Saint Mary of Girona is the cathedral church of the Roman Catholic Diocese of Girona located in Girona Catalonia Spain. Its interior includes the widest Gothic nave in the world with a width of 22 metres (72 ft) and the second widest overall after that of St. Peter's Basilica. Its construction was first started in the 11th century in Romanesque style and later continued in the 13th century in Gothic style.
6	Smyrna Methodist Church	 Smyrna Methodist Church is a historic church in Center Hill Arkansas.It was built in 1854 and added to the National Register in 1992.
6	Health Sciences Centre (Winnipeg)	 The Health Sciences Centre is the largest hospital in Winnipeg Manitoba. It serves the residents of Northwest Ontario and Nunavut as both a teaching hospital and as a research centre. The Health Sciences Center is a tertiary care hospital encompassing many different specialty medical services.
10	Acacia rostellifera	 Acacia rostellifera commonly known as summer-scented wattle or skunk tree is a coastal tree or small tree in the family Fabaceae. Endemic to Western Australia it occurs along the west coast as far north as Kalbarri in the Southwest Australia savanna ecoregion and along the south coast as far east as Israelite Bay.The summer-scented wattle generally reproduces by suckers from underground stems. Because of this suckering the species often forms thickets that exclude all other species.
10	Scalesia affinis	 Scalesia affinis Hook. is a species of flowering plant in the Asteraceae family.It is endemic to the Galápagos Islands Ecuador. It is one of the most widely distributed Scalesia species and occurs on four major islands: Fernandina Island Isabela Island (main distribution area) Santa Cruz Island and Floreana Island. Populations from Santa Cruz and Floreana display some morphological and genetic divergence from populations of Fernandina Island and Isabela Island.
10	Eucalyptus acaciiformis	 The Wattle-leaved Peppermint (Eucalyptus acaciiformis) is a rough-barked tree growing to about 20m in height. It grows in poor shallow soil on ridges and slopes in north-eastern New South Wales. Its native range extends from the Nowendoc district up to the Queensland border.
10	Passiflora jorullensis	 Passiflora jorullensis is a species in the Passifloraceae family.
10	Ranunculus pedatifidus	 Ranunculus pedatifidus is a species of buttercup known by the common names birdfoot buttercup northern buttercup and surefoot buttercup. It has a circumpolar distribution occurring throughout the northern latitudes of the Northern Hemisphere. There are two varieties var. pedatifidus occurring mostly in Asia and var.
10	Pentachondra	 Pentachondra is a genus of prostrate shrubs in the family Ericaceae. The genus is native to Australia and New Zealand.Species include:Pentachondra dehiscens CherryPentachondra ericifolia Hook.f.Pentachondra involucrata R.Br. Pentachondra pumila (J.R.Forst. & G.Forst.) R.Br. - Carpet Heath↑ ↑
10	Eucalyptus bridgesiana	 The Apple Box (Eucalyptus bridgesiana) is a medium to large sized tree of the genus Eucalyptus. It occurs in south eastern Australia typically in grassy woodland and near watercourses around the lower slopes of the Great Dividing Range.The bark of the Apple Box is generally rough and course with the thinner branches exposing a smooth cream bark. The juvenile leaves are a distinctively glaucous and ovate in shape.
10	Eucalyptus forrestiana	 Eucalyptus forrestiana commonly known as Fuchsia Gum Forrest's Mallee or Forrest's Marlock is a small tree which occurs in an area near Esperance in Western Australia. It was named after George Forrest (1873-1932).It is a mallee Eucalyptus with smooth bark and grows to between 1.5 and to 6 metres in height. It has bright red buds and yellow flowers which appear between summer and winter.Two closely related species E. dolichorhyncha and E.
10	Limnobium laevigatum	 Limnobium laevigatum is a floating aquatic plant and is a member of the family Hydrocharitaceae. Common names include South American Spongeplant and Amazon or smooth frogbit. This plant was introduced to North American waterways through use in aquariums and aquascapes.
10	Munnozia asplundii	 Munnozia asplundii is a species of flowering plant in the Asteraceae family.It is found only in Ecuador.Its natural habitats are subtropical or tropical moist montane forests and subtropical or tropical high-altitude grassland.It is threatened by habitat loss.
10	Aetheolaena hypoleuca	 Aetheolaena hypoleuca is a species of flowering plant in the Asteraceae family.It is found only in Ecuador.Its natural habitat is subtropical or tropical high-altitude grassland.It is threatened by habitat loss.
10	Araucaria columnaris	 Araucaria columnaris the Coral reef araucaria Cook pine New Caledonia pine Cook araucaria or columnar araucaria is a unique species of conifer in the Araucariaceae family. It is endemic to New Caledonia in the southwestern Pacific where it was first classified by botanists of Captain James Cook's second voyage of exploration.It is a distinctive narrowly conical tree to 60 metres (200 ft) tall. The female cone is 10-15 cm. long by 7-11 cm. wide.
10	Pimelea	 Pimelea (often seen spelled Pimelia which in fact is the name of a genus of beetles.) is a genus of plants belonging to the family Thymelaeaceae. There are about 80 species in the genus native to Australia and New Zealand. Many of the species are poisonous to cattle and horses.
10	Gilia transmontana	 Gilia transmontana is a species of flowering plant in the phlox family known by the common name transmontane gilia. It is native to the western United States from California to Utah where it grows in desert and plateau habitat.
10	Gentiana catesbaei	 Gentiana catesbaei commonly called Elliot's Gentian American Gentian or Bottle Gentian is a wildflower native the eastern North America. It grows in the swampy areas from Virginia to Florida and has showy pale blue flowers which appear in the late fall from September to December.
10	Correllia	 Correllia is a genus of flowering plants in the daisy family.
12	Travel Chronicles of Yaji and Kita	 Travel Chronicles of Yaji and Kita (弥次喜多道中記 Yaji-Kita Dōchū-ki) is a 1956 Japanese film directed by Torajiro Saito.
12	Chhota Bheem and the Incan Adventure	 Chhota Bheem And The Incan Adventure is an Indian animated movie featuring Bheem the star of the Chhota Bheem series. It is the 18th movie of the series. Running Time - 66 mins. This movie was released on 7 July 2013.
12	Pori (film)	 Pori (English: Sparks) is a 2007 Tamil film directed by Subramaniam Siva. Subramaniam Siva who rendered his debut Thiruda Thirudi a 2004 runaway blockbuster. This film has Jiiva in the lead and Pooja as his lady love. It has been dubbed in hindi as Naya Zalzala.The film met with negative reviews and turned out to be a box office bomb.
12	Hart am Wind	 Hart am Wind is an East German film. It was released in 1969.
12	Singapore Sling (1993 film)	 Singapore Sling is a 1993 Australian TV movie about a private eye in Singapore. It lead to a series of TV movies.
12	Uphill All the Way	 Uphill All The Way is a 1986 motion picture starring Roy Clark Mel Tillis Glen Campbell Burl Ives and Trish Van Devere.
12	Top Secret (1952 film)	 Top Secret is a 1952 British comedy film directed by Mario Zampi and starring George Cole Oskar Homolka and Nadia Gray. A sanitation inspector is mistaken for an international spy.The film was known in the U.S. as Mr Potts Goes to Moscow.
12	Gothika	 Gothika is a 2003 supernatural horror film directed by Mathieu Kassovitz and written by Sebastian Gutierrez. Halle Berry plays a psychiatrist in a women's mental hospital who wakes up one day to find herself on the other side of the bars accused of having murdered her husband.The film was first released on November 21 2003 in the United States. At the time of its release Gothika was the most successful film from Dark Castle Entertainment with $141.6 million.
12	Underbelly Files: The Man Who Got Away	 Underbelly Files: The Man Who Got Away is an Australian made-for-television movie that aired on 21 February 2011 on the Nine Network. It is the last of three television movies in the Underbelly Files series the other two being Tell Them Lucifer was Here and Infiltration. It recounts the true story of British-Australian drug smuggler David McMillan the only man ever to escape from Bangkok's Klong Prem prison.
12	Evangelina (film)	 Evangelina is a 1959 Argentine film directed by Kurt Land.
12	Pro domo	 Pro domo is a 1918 Dutch silent drama film directed by Theo Frenkel.
12	I Know That You Know That I Know	 I Know That You Know That I Know (Italian: Io so che tu sai che io so) is a 1982 Italian comedy-drama film directed by and starring Alberto Sordi. It was entered into the 13th Moscow International Film Festival where it won a Special Prize.
12	Tragic Ceremony	 Tragic Ceremony (Italian: Estratto dagli archivi segreti della polizia di una capitale europea Spanish: Trágica ceremonia en villa Alexander also known as Tragic Experience at Villa Alexander) is a 1972 Italian-Spanish thriller-horror film directed by Riccardo Freda.In 2004 it was restored and shown as part of the retrospective Storia Segreta del Cinema Italiano: Italian Kings of the Bs at the 61st Venice International Film Festival.
12	Wodaabe – Herdsmen of the Sun	 Wodaabe – Herdsmen of the Sun (German: Wodaabe - Die Hirten der Sonne) is a 1989 documentary film by Werner Herzog.The film explores the social rituals and cultural celebrations of the Saharan nomadic Wodaabe tribe.
12	The Cape Town Affair	 The Cape Town Affair is director Robert D. Webb's 1967 glamorized spy film produced by 20th Century Fox at Killarney Film Studios in South Africa. The film stars Claire Trevor James Brolin and Jacqueline Bisset. The film is a remake of the 1953 picture Pickup on South Street.
12	Bluebeard (2009 film)	 Bluebeard (French: Barbe Bleue) is a 2009 French fantasy film directed by Catherine Breillat.
0	BPI Direct Savings Bank	 BPI Direct Savings Bank a wholly owned subsidiary of Bank of the Philippine Islands (BPI) is the Philippines’ first internet bank operating in a generally paperless environment with no defined geographical boundaries.BPI Direct empowers its customers including Filipinos around the globe and the new generation in this electronic age to be in full control of their finances as it made banking available 24/7 wherever they may be.
0	Fill-in-Cafe	 Fill-in-Cafe (フィルインカフェ) was a video game developer that was founded in Japan in 1987. They are best known for creating the Asuka 120% BURNING Fest. franchise as well as the Mad Stalker: Full Metal Force titles.
0	Business Educators	 Business Educators is a U.S.-based organization that specializes in connecting corporations and institutions directly with American business experts and educators from premier learning institutions through its online platform.
0	Concursive	 Concursive until October 2007 named Centric CRM is a partially open source software company located in Norfolk Virginia that offers the ConcourseSuite product a customer relationship management application and ConcourseConnect a social software application both based on Java/J2EE. Concursive supplies products under a software as a service (SaaS) model or a license model.The company was founded in 2000.
0	Ormat Industries	 Ormat Industries Ltd. is a provider of alternative and renewable energy technology. To date the company has installed over 750 power units worldwide. Ormat also owns and operates 515 MW of geothermal and recovered energy based power plants.
0	Mondago	 Mondago Ltd founded in 2001 as Tiger Software Ltd offers various Computer Telephony (CTI) software products for distribution. Their products are generally rebranded by their OEM customers and serve small medium and national multi-location companies across various industries.Mondago is divided into three divisions according to the function of the business:
0	Trans Guyana Airways	 Trans Guyana Airways commenced operations in 1956 in Georgetown Guyana with a single float airplane. Since then the company has grown to become one of the leading domestic commercial airlines in Guyana.[citation needed] Trans Guyana Airways is a member of the Correia Group of Companies along with Caribbean Aviation Maintenance Services Evergreen Adventures Baganara Island Resort and the Correia Mining Company.
0	Virgin Vacations	 Virgin Vacations is the inclusive tour arm of Virgin Atlantic Airways featuring land components (hotel packages tours etc.) in combination with Virgin Atlantic air to London. It was initially established in 1994. In May 2002 Virgin Vacations became a separate company after partnering with other airline carriers traveling to various worldwide destinations.
0	Top Dawg Entertainment	 Top Dawg Entertainment (TDE) is an American independent record label founded in 2004 by chief executive officer (CEO) Anthony Top Dawg Tiffith and president Terrence Punch Henderson. There are currently seven artists signed to the label including the flagship artists Black Hippy members Kendrick Lamar Jay Rock Schoolboy Q and Ab-Soul. The label also houses a production division that includes Digi+Phonics THC and King Blue.
0	Keio Corporation	 For other uses see Keio (disambiguation).Keio Corporation (京王電鉄株式会社 Keiō Dentetsu Kabushiki-gaisha) (TYO: 9008) is a private railway operator in Tokyo Japan and the central firm of the Keio Group (京王グループ Keiō Gurūpu) that is involved in transport retail real estate and other industries.The name Keio (京王) is derived from taking one character each from the places through which the railway runs: Tōkyō (東京) and Hachiōji (八王子).
0	Hellfyre Club	 Hellfyre Club is an American independent record label based in Los Angeles California. It was founded and owned by rapper Nocando.According to Pitchfork Media it is an assemblage of West Coast art rap luminaries connected to Project Blowed a long-running hip hop workshop that served as a proving ground for 90s and aughts L.A. aesthetes from Freestyle Fellowship and Abstract Rude to Pigeon John.
0	Investis	 Investis is an international digital corporate communications company working with more than 1600 public companies in over 30 countries.Services range from designing building hosting and managing corporate or investor websites and online annual reports to Investor Relations app development webcasting and social media solutions.The company has offices in London New York Würzburg Milan Helsinki and Vadodara.
0	EJOT	 EJOT is a medium sized Group of companies with application markets including the Construction Automotive and Consumer Electronics industries. The group headquarters are in Bad Berleburg in the Siegen-Wittgenstein region in Germany.
0	OTS Software	 OTS Software is an indie game development company which was founded in 1998 by Jody Chaffin who serves as the lead software developer and architect.
0	Dagong Europe Credit Rating	 Dagong Europe Credit Rating srl (Dagong Europe) was established in March 2012 with headquarters in Milan Italy. In June 2013 Dagong Europe received authorization and registration by the European Securities and Markets Authority ('ESMA') under the Article 16 of the Credit Rating Agency (CRA) regulation.
0	Itsu	 Itsu previously Tsu is a chain of Asian-inspired fast food shops and restaurants and a grocery company. The first Itsu opened in Chelsea in 1997.
5	Antares (rocket)	 Antares known during early development as Taurus II is an expendable launch system developed by Orbital Sciences Corporation. Designed to launch payloads of mass up to 5000 kg (11000 lb) into low-Earth orbitit made its maiden flight on April 21 2013.
5	USS Harkness (AMCU-12)	 USS Harkness (AMCU-12/YMS-242) was a YMS-1-class minesweeper of the YMS-135 subclass acquired by the U.S. Navy for the task of removing mines that had been placed in the water to prevent ships from passing.Harkness was laid down as YMS-242 by Tacoma Boat Building Co. Tacoma Washington 1 June 1942; launched 10 October 1942; commissioned 27 March 1943 Lt. (j.g.) H. S. Meredith in command.
5	Pontiac Phoenix	 The Pontiac Phoenix is a compact car sold from 1977 to 1984 by the Pontiac division of General Motors. There were two generations of the Phoenix both based on popular Chevrolet models and both using the GM X platform designation. It is named for the Phoenix bird in the mythologies of Persians Greeks Egyptians Chinese and Phoenicians that would live for about 500 to 1000 years die in a self-inflicted fire and be reborn from the ashes.
5	HMS Westcott (D47)	 HMS Westcott (D47) was a Royal Navy Admiralty W class destroyer that served in the Second World War.She was built by William Denny and Brothers at Dumbarton Scotland who laid her down in 1917 and launched her on 14 February 1918. She was commissioned on 12 April. She was named after Captain George Blagdon Westcott who was killed at the Battle of the NileIn the Second World War Westcott served in an anti-submarine role and escorted numerous Atlantic and Malta convoys.
5	SS St. Louis (1894)	 SS St. Louis was a transatlantic passenger liner built by the William Cramp & Sons Building & Engine Company Philadelphia and was launched on 12 November 1894; sponsored by Mrs. Grover Cleveland wife of the President of the United States; and entered merchant service in 1895 under United States registry for the International Navigation Co. of New York with her maiden voyage between New York and Southampton England.
5	Radioplane XKD4R	 The Radioplane XKD4R known by the company designation RP-70 was an American target drone developed by the Radioplane Division of the Northrop Corporation. Although it was not produced in quantity it was developed into the successful AQM-38.
5	Alvis TB 21	 The Alvis TB 21 produced by Alvis cars was a two seater open car based on the running gear of the TA 21 saloon and made only in 1951. Alvis had previously contracted AP Metalcraft a Coventry coachbuilder to produce the TB 14 two door open car body to fit on the TA 14 chassis. With the replacement of the TA 14 by the larger TA 21 in 1950 AP were asked to modify their design for the new running gear.
5	Myers Motors NmG	 The Myers Motors NmG (formerly the Corbin Sparrow) is a single-passenger three-wheeled battery electric vehicle designed specifically for commuting and city driving. It was initially produced by Corbin Motors and now by Myers Motors. It is a Personal Electric Vehicle (PEV).
5	Ulsan-class frigate	 The Ulsan class frigate (Hangul: 울산급 호위함 Hanja: 蔚山級護衛艦) is a class of multi-purpose Guided Missile Frigates built by Republic of Korea. Presently in use with Republic of Korea Navy and Bangladesh Navy.
5	Zhongxing Landmark	 The Zhongxing Landmark (Chinese: 中兴无限) is a mid-size SUV designed and developed by Hebei Zhongxing Automobile.
5	USS Henry Clay (SSBN-625)	 USS Henry Clay (SSBN-625) a Lafayette class ballistic missile submarine was the only ship of the United States Navy to be named for Henry Clay (1777–1852) the American statesman and orator.
5	Elsinore (steamboat)	 The steam launch Elsinore operated on Lake Washington and Lake Whatcom starting in 1900.
5	USS Antaeus (AG-67)	 USS Antaeus (AS-21/AG-67) – later renamed USS Rescue (AH-18) – was a commercial passenger liner acquired by the U.S. Navy during World War II and named USS Antaeus. She was initially intended to be employed as a submarine tender; however she was modified and used as a transport for troops from 1942 to 1944. In 1945 she was commissioned as a hospital ship renamed USS Rescue and played an important part in 1945 supporting Pacific Ocean attack and then liberation operations.
5	USS Jeannette (1878)	 The first USS Jeannette was originally HMS Pandora a Philomel-class gunvessel of the Royal Navy and was purchased in 1875 by Sir Allen Young for his arctic voyages in 1875-1876. The ship was purchased in 1878 by James Gordon Bennett Jr. owner of the New York Herald; and renamed Jeannette. Bennett was an Arctic enthusiast and he obtained the cooperation and assistance of the government in fitting out an expedition to the North Pole through the Bering Strait.
5	USS Grouse (AMc-12)	 USS Grouse (AMc-12) was a coastal minesweeper of the United States Navy. The ship formerly the New Bol was launched in 1938 by Martinac Shipbuilding Co. Tacoma Washington; acquired by the Navy in 1940; and commissioned on 20 June 1941 at San Diego California Lt. (j.g.) Theodore L. Bergen in command. After shakedown off San Diego California Grouse performed patrol and minesweeping duties in the 11th Naval District. Grouse was decommissioned on 26 August 1944.
5	NS Class 1500	 The Nederlandse Spoorwegen (NS) Class 1500 were built by Metropolitan-Vickers in 1953-1955. They were originally built for British Railways (BR) as Class EM2 (later Class 77) for use on the Woodhead Route between Manchester and Sheffield. They were withdrawn by BR in 1969 and acquired by NS in 1969 following a locomotive shortage.
1	Muhammadiyah University of Magelang	 Muhammadiyah University of Magelang also known as UMM which is an abbreviation of Universitas Muhammadiyah Magelang is a private university belonging to the Muhammadiyah organisation. The university which is located in Magelang Central Java Indonesia was founded on August 31 1964.
1	Unciano Colleges and General Hospital	 The Unciano Colleges and General Hospital (UCGH) is located in V. Mapa Street corner Guadalcanal Street Manila Philippines. Founded in 1976
1	Ballycraigy Primary School	 Ballycraigy Primary School is situated in the Ballycraigy Estate Bracken Avenue Antrim Northern Ireland.
1	École nationale supérieure d’électronique informatique télécommunications mathématique et mécanique de Bordeaux	 The École nationale supérieure d’électronique informatique télécommunications mathématique et mécanique de Bordeaux (ENSEIRB-MATMECA) is a prestigious French engineering school located in Bordeaux specialized in Electrical Engineering Electronics Computer Science Telecommunications Mechanical Engineering and Mathematics.The standard curriculum is a three-year program resulting in the French Diplôme d'Ingénieur considered by European universities (Bologna declaration) as a Master's degree of the European Higher Education Area. 
1	American Academy of Dramatic Arts	 The American Academy of Dramatic Arts (AADA) is a two-year performing arts conservatory with facilities located in Manhattan New York City – at 120 Madison Avenue and in Hollywood California – at 1336 North La Brea Avenue.
1	PTPL College	 Pusat Teknologi dan Pengurusan Lanjutan (PTPL) or Advance Management and Technology Centre is a private college in Malaysia first established in 1996. Its main campus is located in Shah Alam Selangor.
1	Compton High School	 Compton High School is a high school in Compton California part of the Compton Unified School District.
1	Milton Area School District	 The Milton Area School District is a small rural public school district headquartered in Milton Pennsylvania. The District is located in Northumberland and Union counties. Milton Area School District encompasses approximately 85 square miles (220 km2). According to 2000 federal census data it served a resident population of 15510. By 2010 the Milton Area School District's population increased to 16561 people.
1	Juno Beach Academy of Canadian Studies	 Juno Beach Academy of Canadian Studies is an Alternative Program public high school in Calgary Alberta. First housed in Van Horne School then later in the old Lord Shaughnessy High School it is now located in the Dr Norman Bethune School. The Calgary Board of Education runs the program as an alternative for students with a focus on humanities (such as police or military careers).
1	William Horlick High School	 William Horlick High School (also known as Horlick or Racine Horlick High School) is a comprehensive public four-year high school in Racine Wisconsin with an enrollment of approximately 2000 students. The school opened to students in 1928 after William Horlick the original patent holder for malted milk donated the land the school was built on. It was designed by Racine architect J. Mandor Matson.The school was expanded during the early 1960s.
1	W.A. Bess Elementary School	 W.A. Bess Elementary School is a public elementary school in the Gaston County Schools school district and is located in Gastonia North Carolina United States. It serves as a neighbor to Forestview High School. Bess is a Blue Ribbon School and commonly receives awards for student achievement. It is also recognized as a North Carolina Honor School of Excellence. Laura Dixon is the principal. Kay Bain is the assistant principal.
1	Clarkson Secondary School	 Clarkson Secondary School is a high school located in the Clarkson community of Mississauga Ontario Canada; designated Ward 18 by the Peel District School Board. Clarkson is an average school in both population (11th at 885 students) and age (13th built in 1969) of the entire Peel range of 28 public secondary schools.
1	Sacred Heart High School (Connecticut)	 Sacred Heart High School is a private Roman Catholic high school located in the downtown district in the city of Waterbury Connecticut. It is in the jurisdiction of the Roman Catholic Archdiocese of Hartford.
1	Bhagalpur College of Engineering	 Bhagalpur College of Engineering (Devanāgarī: भागलपुर अभियंत्रण महाविद्यालय) (BCE Bhagalpur) is a technology institution established in 1960 in Bihar India.
1	Sri Shanmuga Hindu Ladies College	 Sri Shanmuga Hindu Ladies College (also known as Trincomalee Ladies College or Trinco Ladies College) is a national school in Trincomalee Sri Lanka.
1	Bunkyo University Women's College	 Bunkyo University Women's College (文教大学女子短期大学部 Bunkyo Daigaku Joshi Tanki Daigakubu) is a private junior college in Chigasaki Kanagawa Japan. It was established in 1953。In 1985 this Campus was moved to Chigasaki Kanagawa from Shinagawa Tokyo.This college was abolished in 2011.
8	Basarikatti	 Basarikatti is a village in Belgaum district in the southern state of Karnataka India.
8	Bobova	 Bobova is a village in the municipality of Valjevo Serbia. According to the 2002 census the village has a population of 391 people.
8	Dudharakchhe	 Dudharakchhe is a village development committee in Rupandehi District in the Lumbini Zone of southern Nepal. At the time of the 1991 Nepal census it had a population of 10684 people living in 1952 individual households.
8	Staw Ujazdowski	 Staw Ujazdowski [ˈstaf ujazˈdɔfski] is a village in the administrative district of Gmina Nielisz within Zamość County Lublin Voivodeship in eastern Poland. It lies approximately 21 kilometres (13 mi) north-west of Zamość and 57 km (35 mi) south-east of the regional capital Lublin.
8	Ucassaim	 Ucassaim is a village in Bardez Goa.
8	Päraküla Pärnu County	 Päraküla is a village in Tõstamaa Parish Pärnu County in southwestern Estonia. It has a population of 11 (as of 1 January 2011).
8	Miši	 Miši (in Serbian Cyrillic: Миши) is a village in the municipality of Livno in Canton 10 of Bosnia and Herzegovina. In the 1991 census it had a population of 919 inhabitants a majority of whom were Croats.
8	Sanischare Mechi	 Sanischare is a Village Development Committee in Jhapa District in the Mechi Zone of south-eastern Nepal. At the time of the 1991 Nepal census it had a population of 5169 people residing in 2926 individual households.
8	Nezamabad Naqadeh	 Nezamabad (Persian: نظاماباد‎ also Romanized as Nez̧āmābād) is a village in Almahdi Rural District Mohammadyar District Naqadeh County West Azerbaijan Province Iran. At the 2006 census its population was 484 in 117 families.
8	Mirocice	 Mirocice [mirɔˈt͡ɕit͡sɛ] is a village in the administrative district of Gmina Nowa Słupia within Kielce County Świętokrzyskie Voivodeship in south-central Poland. It lies approximately 4 kilometres (2 mi) north-west of Nowa Słupia and 31 km (19 mi) east of the regional capital Kielce.The village has a population of 570.
8	Tolombeh-ye Fathollah Fathi va Shorka	 Tolombeh-ye Fathollah Fathi va Shorka (Persian: تلمبه فتح اله فتحي وشركا‎ also Romanized as Tolombeh-ye Fatḩollah Fatḩī va Shorkā) is a village in Hashivar Rural District in the Central District of Darab County Fars Province Iran. At the 2006 census its existence was noted but its population was not reported.
8	Telkwa	 Telkwa is a village located along British Columbia Highway 16 nearly 15 kilometres (9 mi) southeast of the town of Smithers and 350 kilometres (220 mi) west of the city of Prince George in northwest British Columbia Canada.Settlement in the area began around 1904 in a townsite known as Aldermere on the hill above Telkwa. Around 1907 people began to move down the hill to be closer to water supplies and the anticipated route of the Grand Trunk Pacific Railway.
8	Hasanabad-e Mir Hashemi	 Hasanabad-e Mir Hashemi (Persian: حسن ابادميرهاشمي‎ also Romanized as Ḩasanābād-e Mīr Hāshemī; also known as Ḩasanābād) is a village in Akhtarabad Rural District in the Central District of Malard County Tehran Province Iran. At the 2006 census its population was 18 in 4 families.
8	Hamgin	 Hamgin (Persian: همگين‎ also Romanized as Hamgīn) is a village in Hamgin Rural District in the Central District of Dehaqan County Isfahan Province Iran. At the 2006 census its population was 1435 in 409 families.
8	Safar Iran	 Safar (Persian: صفر‎ also Romanized as Şafar) is a village in Jayezan Rural District Jayezan District Omidiyeh County Khuzestan Province Iran. At the 2006 census its population was 1103 in 234 families.
8	Mazraeh-ye Bavin	 Mazraeh-ye Bavin (Persian: مزرعه باوين‎ also Romanized as Mazra‘eh-ye Bāvīn) is a village in Rahjerd-e Sharqi Rural District Salafchegan District Qom County Qom Province Iran. At the 2006 census its existence was noted but its population was not reported.
2	Shizuo Fujieda	 Shizuo Fujieda (藤枝 静男 Fujieda Shizuo December 20 1907 - April 16 1993) was a Japanese author.Shizuo Fujieda's first profession was of an ophthalmologist. For many years before becoming a full-time author he wrote only when he was free from his work as an ophthalmologist. Fujieda's literary career began rather. He was already 39 when his first short story was published in a literary magazine. Fujieda knew Shugo Honda and Ken Hirano two literary critics from his school days.
2	Julian Harries	 Julian Harries is a British actor and playwright who works mostly in Suffolk England.He played Callum McCulloch in EastEnders as well as appearing in the short film Undercover Heart.
2	Richard Barrett Davis	 Richard Barrett Davis (1782-1854) was an animal and landscape painter. Davis was born at Watford in 1782. He studied under Evans of Eton under Beechey and in the schools of the Royal Academy where he first exhibited in 1802. He joined the Society of British Artists in 1829 and was appointed animal painter to William IV in 1831. He died in 1854. Amongst his works are: Mares and Foals from the Royal Stud. 1808.Going to Market. 1814.Horse Fair.
2	Cortney Lance Bledsoe	 Cortney Lance Bledsoe (born May 14 1976) is an American writer poet and book reviewer. He has published eight books and hundreds of short stories poems essays short plays and reviews in many literary journals and anthologies. Bledsoe has been nominated for the Pushcart Prize ten times Best of the Net twice and won the Blue Collar Review’s Working People’s Poetry Contest in 2004. He currently lives outside Baltimore with his wife and daughter.
