sentence	label
my little eye is the best little `` horror '' movie i 've seen in years .	1
the plot has a number of holes , and at times it 's simply baffling .	0
entirely appropriately , the tale unfolds like a lazy summer afternoon and concludes with the crisp clarity of a fall dawn .	1
isabelle huppert excels as the enigmatic mika and anna mouglalis is a stunning new young talent in one of chabrol 's most intense psychological mysteries .	1
the film is hampered by its predictable plot and paper-thin supporting characters .	0
an hour and a half of joyful solo performance .	1
it may ... work as a jaunt down memory lane for teens and young adults who grew up on televised scooby-doo shows or reruns .	1
a cheap scam put together by some cynical creeps at revolution studios and imagine entertainment to make the suckers out there surrender $ 9 and 93 minutes of unrecoverable life .	0
i 'm giving it thumbs down due to the endlessly repetitive scenes of embarrassment .	0
happy times maintains an appealing veneer without becoming too cute about it .	1
a little less extreme than in the past , with longer exposition sequences between them , and with fewer gags to break the tedium .	0
a rollicking ride , with jaw-dropping action sequences , striking villains , a gorgeous color palette , astounding technology , stirring music and a boffo last hour that leads up to a strangely sinister happy ending .	1
a stirring , funny and finally transporting re-imagining of beauty and the beast and 1930s horror films	1
it 's a hellish , numbing experience to watch , and it does n't offer any insights that have n't been thoroughly debated in the media already , back in the dahmer heyday of the mid - '90s .	0
... a plotline that 's as lumpy as two-day old porridge ... the filmmakers ' paws , sad to say , were all over this `` un-bear-able '' project !	0
what ultimately makes windtalkers a disappointment is the superficial way it deals with its story .	0
garcía bernal and talancón are an immensely appealing couple , and even though their story is predictable , you 'll want things to work out .	1
juliette binoche 's sand is vivacious , but it 's hard to sense that powerhouse of 19th-century prose behind her childlike smile .	1
sandra bullock , despite downplaying her good looks , carries a little too much ai n't - she-cute baggage into her lead role as a troubled and determined homicide cop to quite pull off the heavy stuff .	0
the film is bright and flashy in all the right ways .	1
it 's worth taking the kids to .	1
a decided lack of spontaneity in its execution and a dearth of real poignancy in its epiphanies .	0
a fascinating documentary that provides a rounded and revealing overview of this ancient holistic healing system	1
it has more than a few moments that are insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing .	1
yet it 's not quite the genre-busting film it 's been hyped to be because it plays everything too safe .	0
unfortunately , there is almost nothing in this flat effort that will amuse or entertain them , either .	0
it might be ` easier ' to watch on video at home , but that should n't stop die-hard french film connoisseurs from going out and enjoying the big-screen experience .	1
the bai brothers have taken an small slice of history and opened it up for all of us to understand , and they 've told a nice little story in the process .	1
a cautionary tale about the folly of superficiality that is itself endlessly superficial .	0
the work of a filmmaker who has secrets buried at the heart of his story and knows how to take time revealing them .	1
a solidly entertaining little film .	1
the unexpected thing is that its dying , in this shower of black-and-white psychedelia , is quite beautiful .	1
mckay shows crushingly little curiosity about , or is ill-equipped to examine , the interior lives of the characters in his film , much less incorporate them into his narrative .	0
if the last man were the last movie left on earth , there would be a toss-up between presiding over the end of cinema as we know it and another night of delightful hand shadows .	0
these characters are so well established that the gang feels comfortable with taking insane liberties and doing the goofiest stuff out of left field , and i 'm all for that .	1
mr. scorsese 's bravery and integrity in advancing this vision can hardly be underestimated .	1
the most consistently funny of the austin powers films .	1
a sham construct based on theory , sleight-of-hand , and ill-wrought hypothesis .	0
the connected stories of breitbart and hanussen are actually fascinating , but the filmmaking in invincible is such that the movie does not do them justice .	0
it 's a frightful vanity film that , no doubt , pays off what debt miramax felt they owed to benigni .	0
more successful at relating history than in creating an emotionally complex , dramatically satisfying heroine	0
they presume their audience wo n't sit still for a sociology lesson , however entertainingly presented , so they trot out the conventional science-fiction elements of bug-eyed monsters and futuristic women in skimpy clothes .	0
like a can of 2-day old coke .	0
the film is moody , oozing , chilling and heart-warming all at once ... a twisting , unpredictable , cat-and-mouse thriller .	1
by halfway through this picture i was beginning to hate it , and , of course , feeling guilty for it ... then , miracle of miracles , the movie does a flip-flop .	1
the movie is a desperate miscalculation .	0
could i have been more geeked when i heard that apollo 13 was going to be released in imax format ?	1
the woodman seems to have directly influenced this girl-meets-girl love story , but even more reassuring is how its makers actually seem to understand what made allen 's romantic comedies so pertinent and enduring .	1
amazingly lame .	0
i did go back and check out the last 10 minutes , but these were more repulsive than the first 30 or 40 minutes .	0
... overly melodramatic ...	0
it 's a satisfying summer blockbuster and worth a look .	1
much has been written about those years when the psychedelic '60s grooved over into the gay '70s , but words do n't really do the era justice .	1
what 's needed so badly but what is virtually absent here is either a saving dark humor or the feel of poetic tragedy .	0
kurys seems intimidated by both her subject matter and the period trappings of this debut venture into the heritage business .	0
a moving tale of love and destruction in unexpected places , unexamined lives .	1
with a cast of a-list brit actors , it is worth searching out .	1
a strong first act and absolutely , inescapably gorgeous , skyscraper-trapeze motion of the amazing spider-man .	1
wow .	1
in the end , the movie bogs down in insignificance , saying nothing about kennedy 's assassination and revealing nothing about the pathology it pretends to investigate .	0
a party-hearty teen flick that scalds like acid .	0
i could just feel the screenwriter at every moment ` tap , tap , tap , tap , tapping away ' on this screenplay .	0
when (reno) lets her radical flag fly , taking angry potshots at george w. bush , henry kissinger , larry king , et al. , reno devolves into a laugh-free lecture .	0
australian filmmaker david flatman uses the huge-screen format to make an old-fashioned nature film that educates viewers with words and pictures while entertaining them .	1
the trappings of i spy are so familiar you might as well be watching a rerun .	0
jackson shamefully strolls through this mess with a smug grin , inexplicably wearing a kilt and carrying a bag of golf clubs over one shoulder .	0
a triumph , a film that hews out a world and carries us effortlessly from darkness to light .	1
while it 's all quite tasteful to look at , the attention process tends to do a little fleeing of its own .	0
otto-sallies has a real filmmaker 's eye .	1
every now and again , a movie comes along to remind us of how very bad a motion picture can truly be .	0
an ugly-duckling tale so hideously and clumsily told it feels accidental .	0
an admitted egomaniac , evans is no hollywood villain , and yet this grating showcase almost makes you wish he 'd gone the way of don simpson .	0
i could n't recommend this film more .	1
(stevens is) so stoked to make an important film about human infidelity and happenstance that he tosses a kitchen sink onto a story already overladen with plot conceits .	0
why ?	0
cold , sterile and lacking any color or warmth .	0
light the candles , bring out the cake and do n't fret about the calories because there 's precious little substance in birthday girl -- it 's simply , and surprisingly , a nice , light treat .	1
this is a visually stunning rumination on love , memory , history and the war between art and commerce .	1
it 's unfortunate that wallace , who wrote gibson 's braveheart as well as the recent pearl harbor , has such an irrepressible passion for sappy situations and dialogue .	0
a grittily beautiful film that looks , sounds , and feels more like an extended , open-ended poem than a traditionally structured story .	1
the dragons are the real stars of reign of fire and you wo n't be disappointed .	1
and that is where ararat went astray .	0
top-notch action powers this romantic drama .	1
that the e-graveyard holds as many good ideas as bad is the cold comfort that chin 's film serves up with style and empathy .	1
every moment crackles with tension , and by the end of the flick , you 're on the edge of your seat .	1
lurid and less than lucid work .	0
hey everybody , wanna watch a movie in which a guy dressed as a children 's party clown gets violently gang-raped ?	0
combine the paranoid claustrophobia of a submarine movie with the unsettling spookiness of the supernatural -- why did n't hollywood think of this sooner ?	1
clockstoppers is one of those crazy , mixed-up films that does n't know what it wants to be when it grows up .	0
for this sort of thing to work , we need agile performers , but the proficient , dull sorvino has no light touch , and rodan is out of his league .	0
contrasting the original ringu with the current americanized adaptation is akin to comparing the evil dead with evil dead ii	0
if you like quirky , odd movies and\/or the ironic , here 's a fun one .	1
like most of jaglom 's films , some of it is honestly affecting , but more of it seems contrived and secondhand .	0
woody allen has really found his groove these days .	1
the premise of jason x is silly but strangely believable .	1
lame sweet home leaves no southern stereotype unturned .	0
it gets the details of its time frame right but it completely misses its emotions .	0
a powerful performance from mel gibson and a brutal 90-minute battle sequence that does everything but issue you a dog-tag and an m-16 .	1
by the end of the movie , you 're definitely convinced that these women are spectacular .	1
it 's mostly a pleasure to watch .	1
offers a clear-eyed chronicle of a female friendship that is more complex and honest than anything represented in a hollywood film .	1
it 's a very sincere work , but it would be better as a diary or documentary .	1
ms. seigner and mr. serrault bring fresh , unforced naturalism to their characters .	1
that such a horrible movie could have sprung from such a great one is one of the year 's worst cinematic tragedies .	0
cho 's latest comic set is n't as sharp or as fresh as i 'm the one that i want ... but it 's still damn funny stuff .	1
kinnear 's performance is a career-defining revelation .	1
not only does spider-man deliver , but i suspect it might deliver again and again .	1
it 's an entertaining movie , and the effects , boosted to the size of a downtown hotel , will all but take you to outer space .	1
the most surprising thing about this film is that they are actually releasing it into theaters .	0
originality ai n't on the menu , but there 's never a dull moment in the giant spider invasion comic chiller .	1
not only are the film 's sopranos gags incredibly dated and unfunny , they also demonstrate how desperate the makers of this ` we 're - doing-it-for - the-cash ' sequel were .	0
what elevates the movie above the run-of-the-mill singles blender is its surreal sense of humor and technological finish .	1
an infuriating film .	0
this pathetic junk is barely an hour long .	0
coal is n't as easy to come by as it used to be and this would be a worthy substitute for naughty children 's stockings .	0
it shows that some studios firmly believe that people have lost the ability to think and will forgive any shoddy product as long as there 's a little girl-on-girl action .	0
cho 's timing is priceless .	1
takes a simple premise and carries it to unexpected heights .	1
the cast , collectively a successful example of the lovable-loser protagonist , shows deft comic timing .	1
strangely comes off as a kingdom more mild than wild .	1
debut effort by `` project greenlight '' winner is sappy and amateurish .	0
... may work as an addictive guilty pleasure but the material never overcomes its questionable satirical ambivalence .	0
nothing about this movie works .	0
some body is a shaky , uncertain film that nevertheless touches a few raw nerves .	1
give credit to everyone from robinson down to the key grip that this bold move works .	1
no , i hate it .	0
the redeeming feature of chan 's films has always been the action , but the stunts in the tuxedo seem tired and , what 's worse , routine .	0
it 's nice to see piscopo again after all these years , and chaykin and headly are priceless .	1
a cutesy romantic tale with a twist .	1
the characters are more deeply thought through than in most ` right-thinking ' films .	1
lots of effort and intelligence are on display but in execution it is all awkward , static , and lifeless rumblings .	0
it 's probably not easy to make such a worthless film ...	0
death to smoochy tells a moldy-oldie , not-nearly - as-nasty - as-it - thinks-it-is joke .	0
as quiet , patient and tenacious as mr. lopez himself , who approaches his difficult , endless work with remarkable serenity and discipline .	1
the filmmakers want nothing else than to show us a good time , and in their cheap , b movie way , they succeed .	1
the effort is sincere and the results are honest , but the film is so bleak that it 's hardly watchable .	0
an elegant work , food of love is as consistently engaging as it is revealing .	1
the film 's highlight is definitely its screenplay , both for the rhapsodic dialogue that jumps off the page , and for the memorable character creations .	1
what the movie lacks in action it more than makes up for in drama , suspense , revenge , and romance .	1
it plods along methodically , somehow under the assumption that its `` dead wife communicating from beyond the grave '' framework is even remotely new or interesting .	0
if the film has a problem , its shortness disappoints : you want the story to go on and on .	1
it is as uncompromising as it is nonjudgmental , and makes clear that a prostitute can be as lonely and needy as any of the clients .	1
though jackson does n't always succeed in integrating the characters in the foreground into the extraordinarily rich landscape , it must be said that he is an imaginative filmmaker who can see the forest for the trees .	1
contradicts everything we 've come to expect from movies nowadays .	1
one of the year 's most weirdly engaging and unpredictable character pieces .	1
... its solemn pretension prevents us from sharing the awe in which it holds itself .	0
chelsea walls is a case of too many chefs fussing over too weak a recipe .	0
steven soderbergh 's digital video experiment is a clever and cutting , quick and dirty look at modern living and movie life .	1
leigh makes these lives count .	1
will undoubtedly play well in european markets , where mr. besson is a brand name , and in asia , where ms. shu is an institution , but american audiences will probably find it familiar and insufficiently cathartic .	0
rich in atmosphere of the post-war art world , it manages to instruct without reeking of research library dust .	1
try as you might to resist , if you 've got a place in your heart for smokey robinson , this movie will worm its way there .	1
a fun ride .	1
the low-key direction is pleasingly emphatic in this properly intense , claustrophobic tale of obsessive love .	1
stone seems to have a knack for wrapping the theater in a cold blanket of urban desperation .	0
over and over again .	0
with so many bad romances out there , this is the kind of movie that deserves a chance to shine .	1
i 've never seen (a remake) do anything as stomach-turning as the way adam sandler 's new movie rapes , pillages and incinerates frank capra 's classic ...	0
should n't have been allowed to use the word `` new '' in its title , because there 's not an original character , siuation or joke in the entire movie .	0
it 's always disappointing when a documentary fails to live up to -- or offer any new insight into -- its chosen topic .	0
while general audiences might not come away with a greater knowledge of the facts of cuban music , they 'll be treated to an impressive and highly entertaining celebration of its sounds .	1
at least it 's a fairly impressive debut from the director , charles stone iii .	1
a captivating and intimate study about dying and loving ...	1
finely crafted , finely written , exquisitely performed	1
an inexperienced director , mehta has much to learn .	0
return to never land is reliable , standard disney animated fare , with enough creative energy and wit to entertain all ages .	1
caine makes us watch as his character awakens to the notion that to be human is eventually to have to choose .	1
it 's simply stupid , irrelevant and deeply , truly , bottomlessly cynical .	0
would make an excellent companion piece to the similarly themed ` the french lieutenant 's woman . '	1
as pedestrian as they come .	0
the world needs more filmmakers with passionate enthusiasms like martin scorsese .	1
lacks the inspiration of the original and has a bloated plot that stretches the running time about 10 minutes past a child 's interest and an adult 's patience .	0
parker can not sustain the buoyant energy level of the film 's city beginnings into its country conclusion '	0
the end result is like cold porridge with only the odd enjoyably chewy lump .	0
you ... get a sense of good intentions derailed by a failure to seek and strike just the right tone .	0
fun and nimble .	1
that 's muy loco , but no more ridiculous than most of the rest of `` dragonfly . ''	0
the santa clause 2 proves itself a more streamlined and thought out encounter than the original could ever have hoped to be .	1
skip this dreck , rent animal house and go back to the source .	0
it 's both degrading and strangely liberating to see people working so hard at leading lives of sexy intrigue , only to be revealed by the dispassionate gantz brothers as ordinary , pasty lumpen .	1
it treats ana 's journey with honesty that is tragically rare in the depiction of young women in film .	1
... the movie feels stitched together from stock situations and characters from other movies .	0
-- but certainly hard to hate .	1
this amiable picture talks tough , but it 's all bluster -- in the end it 's as sweet as greenfingers ...	1
a lyrical metaphor for cultural and personal self-discovery and a picaresque view of a little-remembered world .	1
it 's no surprise that as a director washington demands and receives excellent performances , from himself and from newcomer derek luke .	1
(`` safe conduct '') is a long movie at 163 minutes but it fills the time with drama , romance , tragedy , bravery , political intrigue , partisans and sabotage .	1
rather less than the sum of its underventilated père-fils confrontations .	0
get out your pooper-scoopers .	0
nicole kidman makes it a party worth attending .	1
a metaphor for a modern-day urban china searching for its identity .	1
the story is a rather simplistic one : grief drives her , love drives him , and a second chance to find love in the most unlikely place - it struck a chord in me .	1
a flawed but engrossing thriller .	1
- i also wanted a little alien as a friend !	1
the jokes are sophomoric , stereotypes are sprinkled everywhere and the acting ranges from bad to bodacious .	0
yet another iteration of what 's become one of the movies ' creepiest conventions , in which the developmentally disabled are portrayed with almost supernatural powers to humble , teach and ultimately redeem their mentally `` superior '' friends , family ...	0
being unique does n't necessarily equate to being good , no matter how admirably the filmmakers have gone for broke .	0
... one resurrection too many .	0
it 's a drag how nettelbeck sees working women -- or at least this working woman -- for whom she shows little understanding .	0
nolan proves that he can cross swords with the best of them and helm a more traditionally plotted popcorn thriller while surrendering little of his intellectual rigor or creative composure .	1
confessions may not be a straightforward bio , nor does it offer much in the way of barris ' motivations , but the film is an oddly fascinating depiction of an architect of pop culture .	1
the pain , loneliness and insecurity of the screenwriting process are vividly and painfully brought to slovenly life in this self-deprecating , biting and witty feature written by charlie kaufman and his twin brother , donald , and directed by spike jonze .	1
boomers and their kids will have a barrie good time .	1
in all the annals of the movies , few films have been this odd , inexplicable and unpleasant .	0
once one experiences mr. haneke 's own sadistic tendencies toward his audience , one is left with a sour taste in one 's mouth , and little else .	0
the master of disguise represents adam sandler 's latest attempt to dumb down the universe .	0
not once in the rush to save the day did i become very involved in the proceedings ; to me , it was just a matter of ` eh . '	0
a noble failure .	0
this sade is hardly a perverse , dangerous libertine and agitator -- which would have made for better drama .	0
the three leads produce adequate performances , but what 's missing from this material is any depth of feeling .	0
been there , done that ... a thousand times already , and better .	0
the casting of raymond j. barry as the ` assassin ' greatly enhances the quality of neil burger 's impressive fake documentary .	1
if disney 's cinderella proved that ' a dream is a wish your heart makes , ' then cinderella ii proves that a nightmare is a wish a studio 's wallet makes .	0
you would n't want to live waydowntown , but it is a hilarious place to visit .	1
a deft , delightful mix of sulky teen drama and overcoming-obstacles sports-movie triumph .	1
a slow-moving police-procedural thriller that takes its title all too literally .	0
not only does leblanc make one spectacularly ugly-looking broad , but he appears miserable throughout as he swaggers through his scenes .	0
oh , look at that clever angle !	1
it does n't reach them , but the effort is gratefully received .	1
even as the hero of the story rediscovers his passion in life , the mood remains oddly detached .	0
but the nerve-raked acting , the crackle of lines , the impressive stagings of hardware , make for some robust and scary entertainment .	1
poignant if familiar story of a young person suspended between two cultures .	1
may be more genial than ingenious , but it gets the job done .	1
offers no new insight on the matter , nor do its characters exactly spring to life .	0
by turns fanciful , grisly and engagingly quixotic .	1
suffers from a flat script and a low budget .	0
dense , exhilarating documentary .	1
you may be galled that you 've wasted nearly two hours of your own precious life with this silly little puddle of a movie .	0
though a touch too arthouse 101 in its poetic symbolism , heaven proves to be a good match of the sensibilities of two directors .	1
a few hours after you 've seen it , you forget you 've been to the movies .	0
a film with a great premise but only a great premise .	1
in the end , the film feels homogenized and a bit contrived , as if we 're looking back at a tattered and ugly past with rose-tinted glasses .	0
oversexed , at times overwrought comedy\/drama that offers little insight into the experience of being forty , female and single .	0
